log_id;project_id;employee_id;date_logged;task_category;subtask_description;hours_worked
28375;P-2022-062;EMP-7;14/12/2022;Site Visit;Architectural Layout;0.5
28376;P-2022-062;EMP-3;06/12/2022;Site Visit;Facade/Exterior Detailing;2.42
28377;P-2022-062;EMP-4;06/11/2022;Design;Architectural Layout;0.5
28378;P-2022-062;EMP-3;24/12/2022;Site Visit;Facade/Exterior Detailing;2.12
28379;P-2022-062;EMP-6;14/11/2022;Calculation;Structural Concept;2.84
28380;P-2022-062;EMP-3;24/09/2022;Drafting;Structural Concept;2.46
28381;P-2022-062;EMP-8;18/11/2022;Calculation;Structural Concept;0.95
28382;P-2022-062;EMP-11;02/12/2022;Drafting;Facade/Exterior Detailing;0.78
28383;P-2022-062;EMP-4;17/11/2022;Site Visit;Architectural Layout;3.13
28384;P-2022-062;EMP-7;10/12/2022;Design;Architectural Layout;3.44
28385;P-2022-062;EMP-8;25/10/2022;Calculation;MEP System Planning;1.8
28386;P-2022-062;EMP-7;04/09/2022;Meeting;Structural Concept;0.27
28387;P-2022-062;EMP-2;20/09/2022;Meeting;MEP System Planning;2.35
28388;P-2022-062;EMP-8;26/08/2022;Drafting;Architectural Layout;1.94
28389;P-2022-062;EMP-7;03/11/2022;Calculation;Material Specification Review;1.67
28390;P-2022-062;EMP-11;01/12/2022;Calculation;Material Specification Review;1.42
28391;P-2022-062;EMP-7;31/10/2022;Site Visit;Facade/Exterior Detailing;0.37
28392;P-2022-062;EMP-6;18/08/2022;Drafting;Facade/Exterior Detailing;1.2
28393;P-2022-062;EMP-9;22/11/2022;Site Visit;Facade/Exterior Detailing;2.46
28394;P-2022-062;EMP-6;14/10/2022;Drafting;Facade/Exterior Detailing;0.92
28395;P-2022-062;EMP-1;02/12/2022;Calculation;Structural Concept;2.43
28396;P-2022-062;EMP-2;16/10/2022;Calculation;Architectural Layout;3.41
28397;P-2022-062;EMP-8;22/10/2022;Site Visit;Facade/Exterior Detailing;0.5
28398;P-2022-062;EMP-1;06/08/2022;Drafting;MEP System Planning;0.5
28399;P-2022-062;EMP-10;28/09/2022;Site Visit;Structural Concept;0.88
28400;P-2022-062;EMP-9;19/11/2022;Design;Material Specification Review;2.03
28401;P-2022-062;EMP-9;29/09/2022;Site Visit;Material Specification Review;2.77
28402;P-2022-062;EMP-1;13/11/2022;Calculation;Facade/Exterior Detailing;3.93
28403;P-2022-062;EMP-2;25/09/2022;Meeting;Structural Analysis (Beam/Column Sizing);1.25
28404;P-2022-062;EMP-2;03/09/2022;Drafting;Load Calculations (Wind/Seismic);1.11
28405;P-2022-062;EMP-1;15/12/2022;Drafting;Permit Fee Calculation;1.85
28406;P-2022-062;EMP-4;09/10/2022;Calculation;Permit Fee Calculation;0.5
28407;P-2022-062;EMP-3;05/09/2022;Calculation;Structural Analysis (Beam/Column Sizing);2.13
28408;P-2022-062;EMP-10;31/08/2022;Meeting;Energy Modeling;2.38
28409;P-2022-062;EMP-3;26/08/2022;Drafting;Permit Fee Calculation;1.04
28410;P-2022-062;EMP-6;23/12/2022;Design;Permit Fee Calculation;5.02
28411;P-2022-062;EMP-8;06/08/2022;Site Visit;Load Calculations (Wind/Seismic);1.32
28412;P-2022-062;EMP-1;28/11/2022;Site Visit;Load Calculations (Wind/Seismic);2.18
28413;P-2022-062;EMP-9;28/11/2022;Meeting;Structural Analysis (Beam/Column Sizing);2.86
28414;P-2022-062;EMP-9;16/09/2022;Meeting;Energy Modeling;0.5
28415;P-2022-062;EMP-9;25/08/2022;Meeting;Energy Modeling;0.5
28416;P-2022-062;EMP-11;23/09/2022;Drafting;Structural Analysis (Beam/Column Sizing);0.36
28417;P-2022-062;EMP-9;03/08/2022;Calculation;Cost Estimation Review;2.35
28418;P-2022-062;EMP-5;12/09/2022;Calculation;Cost Estimation Review;3.11
28419;P-2022-062;EMP-8;18/12/2022;Calculation;Structural Analysis (Beam/Column Sizing);1.06
28420;P-2022-062;EMP-8;14/12/2022;Calculation;Load Calculations (Wind/Seismic);2.51
28421;P-2022-062;EMP-8;02/12/2022;Site Visit;Cost Estimation Review;2.5
28422;P-2022-062;EMP-7;21/08/2022;Meeting;Permit Fee Calculation;0.72
28423;P-2022-062;EMP-5;19/12/2022;Design;Energy Modeling;0.42
28424;P-2022-062;EMP-9;18/12/2022;Calculation;Energy Modeling;2.29
28425;P-2022-062;EMP-1;04/09/2022;Site Visit;Structural Analysis (Beam/Column Sizing);2.53
28426;P-2022-062;EMP-11;30/11/2022;Site Visit;Structural Analysis (Beam/Column Sizing);2.81
28427;P-2022-062;EMP-11;27/08/2022;Design;Cost Estimation Review;0.5
28428;P-2022-062;EMP-9;29/11/2022;Drafting;Permit Fee Calculation;0.43
28429;P-2022-062;EMP-7;29/11/2022;Site Visit;Cost Estimation Review;0.99
28430;P-2022-062;EMP-2;22/08/2022;Site Visit;Cost Estimation Review;3.18
28431;P-2022-062;EMP-8;20/08/2022;Site Visit;Permit Fee Calculation;0.5
28432;P-2022-062;EMP-2;08/11/2022;Drafting;Energy Modeling;0.5
28433;P-2022-062;EMP-11;05/08/2022;Site Visit;Load Calculations (Wind/Seismic);3.72
28434;P-2022-062;EMP-10;03/10/2022;Meeting;Cost Estimation Review;1.26
28435;P-2022-062;EMP-5;29/11/2022;Meeting;Permit Fee Calculation;0.77
28436;P-2022-062;EMP-1;04/12/2022;Site Visit;Permit Fee Calculation;1.3
28437;P-2022-062;EMP-2;03/08/2022;Site Visit;Energy Modeling;0.52
28438;P-2022-062;EMP-6;06/11/2022;Calculation;Cost Estimation Review;0.54
28439;P-2022-062;EMP-11;20/08/2022;Meeting;Structural Analysis (Beam/Column Sizing);1.07
28440;P-2022-062;EMP-3;26/10/2022;Calculation;Energy Modeling;1.83
28441;P-2022-062;EMP-3;08/10/2022;Site Visit;Structural Analysis (Beam/Column Sizing);0.5
28442;P-2022-062;EMP-4;13/11/2022;Meeting;Load Calculations (Wind/Seismic);0.9
28443;P-2022-062;EMP-6;04/10/2022;Design;Energy Modeling;2.88
28444;P-2022-062;EMP-11;26/11/2022;Meeting;Structural Analysis (Beam/Column Sizing);0.5
28445;P-2022-062;EMP-2;13/12/2022;Design;Energy Modeling;0.5
28446;P-2022-062;EMP-7;10/11/2022;Drafting;Energy Modeling;1.57
28447;P-2022-062;EMP-9;03/12/2022;Meeting;Permit Fee Calculation;0.5
28448;P-2022-062;EMP-5;10/09/2022;Site Visit;Load Calculations (Wind/Seismic);0.5
28449;P-2022-062;EMP-11;07/10/2022;Meeting;Load Calculations (Wind/Seismic);2.06
28450;P-2022-062;EMP-2;16/10/2022;Calculation;Cost Estimation Review;0.5
28451;P-2022-062;EMP-11;20/08/2022;Drafting;Energy Modeling;0.57
28452;P-2022-062;EMP-8;05/12/2022;Meeting;Load Calculations (Wind/Seismic);1.68
28453;P-2022-062;EMP-3;17/10/2022;Drafting;Energy Modeling;0.5
28454;P-2022-062;EMP-1;24/10/2022;Design;Permit Fee Calculation;2.18
28455;P-2022-062;EMP-9;26/10/2022;Site Visit;Permit Fee Calculation;0.5
28456;P-2022-062;EMP-6;12/08/2022;Calculation;Load Calculations (Wind/Seismic);0.61
28457;P-2022-062;EMP-1;01/09/2022;Drafting;Load Calculations (Wind/Seismic);1.54
28458;P-2022-062;EMP-5;11/11/2022;Design;Load Calculations (Wind/Seismic);1.56
28459;P-2022-062;EMP-9;06/08/2022;Drafting;Energy Modeling;3.17
28460;P-2022-062;EMP-9;08/10/2022;Drafting;Load Calculations (Wind/Seismic);0.27
28461;P-2022-062;EMP-8;27/08/2022;Site Visit;Permit Fee Calculation;2.22
28462;P-2022-062;EMP-1;22/12/2022;Calculation;Permit Fee Calculation;1.44
28463;P-2022-062;EMP-6;27/10/2022;Calculation;Cost Estimation Review;1.54
28464;P-2022-062;EMP-1;24/10/2022;Meeting;Energy Modeling;0.81
28465;P-2022-062;EMP-9;28/09/2022;Drafting;Load Calculations (Wind/Seismic);0.5
28466;P-2022-062;EMP-6;06/08/2022;Calculation;Permit Fee Calculation;4.44
28467;P-2022-062;EMP-10;30/10/2022;Drafting;Cost Estimation Review;0.31
28468;P-2022-062;EMP-5;01/11/2022;Site Visit;Permit Fee Calculation;2.33
28469;P-2022-062;EMP-2;18/10/2022;Site Visit;Load Calculations (Wind/Seismic);1.24
28470;P-2022-062;EMP-10;07/12/2022;Calculation;Load Calculations (Wind/Seismic);1.68
28471;P-2022-062;EMP-2;21/09/2022;Design;Permit Fee Calculation;2.11
28472;P-2022-062;EMP-5;14/11/2022;Design;Permit Fee Calculation;0.63
28473;P-2022-062;EMP-10;28/08/2022;Calculation;Load Calculations (Wind/Seismic);2.49
28474;P-2022-062;EMP-2;26/10/2022;Design;Permit Fee Calculation;0.5
28475;P-2022-062;EMP-3;29/08/2022;Meeting;Permit Fee Calculation;2.54
28476;P-2022-062;EMP-11;10/11/2022;Calculation;Cost Estimation Review;1.01
28477;P-2022-062;EMP-8;25/08/2022;Calculation;Energy Modeling;0.3
28478;P-2022-062;EMP-10;14/08/2022;Site Visit;Energy Modeling;0.5
28479;P-2022-062;EMP-7;03/11/2022;Meeting;Cost Estimation Review;0.5
28480;P-2022-062;EMP-2;29/08/2022;Site Visit;Structural Analysis (Beam/Column Sizing);1.48
28481;P-2022-062;EMP-6;22/09/2022;Calculation;Energy Modeling;2.21
28482;P-2022-062;EMP-1;20/10/2022;Site Visit;Permit Fee Calculation;3.29
28483;P-2022-062;EMP-10;20/12/2022;Meeting;Load Calculations (Wind/Seismic);1.61
28484;P-2022-062;EMP-8;11/11/2022;Meeting;Permit Fee Calculation;0.5
28485;P-2022-062;EMP-10;05/08/2022;Design;Permit Fee Calculation;1.65
28486;P-2022-062;EMP-10;16/09/2022;Site Visit;Permit Fee Calculation;2.12
28487;P-2022-062;EMP-6;14/11/2022;Calculation;Load Calculations (Wind/Seismic);2.39
28488;P-2022-062;EMP-4;25/08/2022;Drafting;Energy Modeling;2.67
28489;P-2022-062;EMP-3;28/10/2022;Site Visit;Structural Analysis (Beam/Column Sizing);2.13
28490;P-2022-062;EMP-9;18/08/2022;Calculation;Energy Modeling;0.5
28491;P-2022-062;EMP-1;21/12/2022;Design;Cost Estimation Review;0.5
28492;P-2022-062;EMP-5;28/09/2022;Design;Load Calculations (Wind/Seismic);1.97
28493;P-2022-062;EMP-2;11/09/2022;Site Visit;Load Calculations (Wind/Seismic);3.67
28494;P-2022-062;EMP-11;06/11/2022;Meeting;Cost Estimation Review;0.44
28495;P-2022-062;EMP-8;17/12/2022;Site Visit;Structural Analysis (Beam/Column Sizing);4.29
28496;P-2022-062;EMP-6;20/11/2022;Drafting;Cost Estimation Review;0.39
28497;P-2022-062;EMP-10;02/10/2022;Design;Energy Modeling;2.16
28498;P-2022-062;EMP-10;19/09/2022;Meeting;Energy Modeling;0.5
28499;P-2022-062;EMP-9;19/08/2022;Site Visit;Load Calculations (Wind/Seismic);0.5
28500;P-2022-062;EMP-3;08/08/2022;Drafting;Energy Modeling;2.03
28501;P-2022-062;EMP-10;15/12/2022;Meeting;Structural Analysis (Beam/Column Sizing);1.46
28502;P-2022-062;EMP-11;27/08/2022;Drafting;Load Calculations (Wind/Seismic);1.67
28503;P-2022-062;EMP-5;27/10/2022;Calculation;Permit Fee Calculation;2.15
28504;P-2022-062;EMP-7;25/11/2022;Design;Cost Estimation Review;0.5
28505;P-2022-062;EMP-11;22/12/2022;Drafting;Permit Fee Calculation;0.57
28506;P-2022-062;EMP-5;06/10/2022;Drafting;Energy Modeling;2.66
28507;P-2022-062;EMP-11;18/10/2022;Drafting;Load Calculations (Wind/Seismic);1.53
28508;P-2022-062;EMP-3;18/11/2022;Design;Structural Analysis (Beam/Column Sizing);0.5
28509;P-2022-062;EMP-5;19/09/2022;Drafting;Cost Estimation Review;2.53
28510;P-2022-062;EMP-2;20/08/2022;Calculation;Load Calculations (Wind/Seismic);2.26
28511;P-2022-062;EMP-7;27/11/2022;Site Visit;Permit Fee Calculation;1.32
28512;P-2022-062;EMP-8;06/12/2022;Drafting;Permit Fee Calculation;2.5
28513;P-2022-062;EMP-1;02/12/2022;Calculation;Permit Fee Calculation;0.97
28514;P-2022-062;EMP-3;13/10/2022;Drafting;Structural Analysis (Beam/Column Sizing);1.64
28515;P-2022-062;EMP-10;06/12/2022;Meeting;Load Calculations (Wind/Seismic);5.65
28516;P-2022-062;EMP-11;11/11/2022;Calculation;Permit Fee Calculation;0.5
28517;P-2022-062;EMP-4;09/09/2022;Design;Permit Fee Calculation;1.42
28518;P-2022-062;EMP-7;08/10/2022;Meeting;Cost Estimation Review;0.44
28519;P-2022-062;EMP-2;25/10/2022;Site Visit;Load Calculations (Wind/Seismic);0.5
28520;P-2022-062;EMP-8;10/10/2022;Design;Structural Analysis (Beam/Column Sizing);1.57
28521;P-2022-062;EMP-8;04/11/2022;Design;Energy Modeling;0.79
28522;P-2022-062;EMP-3;29/08/2022;Calculation;Load Calculations (Wind/Seismic);1.28
28523;P-2022-062;EMP-11;26/09/2022;Site Visit;Energy Modeling;3.51
28524;P-2022-062;EMP-1;14/12/2022;Calculation;Permit Fee Calculation;0.69
28525;P-2022-062;EMP-11;07/08/2022;Drafting;Cost Estimation Review;0.49
28526;P-2022-062;EMP-1;08/08/2022;Calculation;Cost Estimation Review;0.64
28527;P-2022-062;EMP-1;29/09/2022;Drafting;Structural Analysis (Beam/Column Sizing);2.26
28528;P-2022-062;EMP-2;18/08/2022;Site Visit;Structural Analysis (Beam/Column Sizing);0.72
28529;P-2022-062;EMP-4;30/11/2022;Meeting;Energy Modeling;3.97
28530;P-2022-062;EMP-9;22/08/2022;Site Visit;Structural Analysis (Beam/Column Sizing);2.88
28531;P-2022-062;EMP-3;10/10/2022;Design;Cost Estimation Review;0.74
28532;P-2022-062;EMP-7;21/10/2022;Design;Load Calculations (Wind/Seismic);0.5
28533;P-2022-062;EMP-4;11/09/2022;Site Visit;Cost Estimation Review;0.97
28534;P-2022-062;EMP-6;30/11/2022;Meeting;Structural Analysis (Beam/Column Sizing);1.12
28535;P-2022-062;EMP-6;08/12/2022;Design;Structural Analysis (Beam/Column Sizing);0.5
28536;P-2022-062;EMP-1;06/10/2022;Meeting;Load Calculations (Wind/Seismic);0.49
28537;P-2022-062;EMP-4;28/08/2022;Site Visit;Structural Analysis (Beam/Column Sizing);0.66
28538;P-2022-062;EMP-2;09/09/2022;Drafting;Structural Analysis (Beam/Column Sizing);0.5
28539;P-2022-062;EMP-4;18/11/2022;Design;Cost Estimation Review;3.1
28540;P-2022-062;EMP-6;15/11/2022;Meeting;Cost Estimation Review;4.14
28541;P-2022-063;EMP-4;05/12/2022;Meeting;Cost Estimation Review;3.68
28542;P-2022-063;EMP-5;09/11/2022;Meeting;Load Calculations (Wind/Seismic);1.88
28543;P-2022-063;EMP-10;31/10/2022;Drafting;Energy Modeling;2.55
28544;P-2022-063;EMP-8;17/11/2022;Drafting;Load Calculations (Wind/Seismic);2.8
28545;P-2022-063;EMP-8;11/11/2022;Drafting;Energy Modeling;2.88
28546;P-2022-063;EMP-6;05/11/2022;Calculation;Cost Estimation Review;1.9
28547;P-2022-063;EMP-7;21/10/2022;Drafting;Permit Fee Calculation;1.07
28548;P-2022-063;EMP-4;01/12/2022;Meeting;Load Calculations (Wind/Seismic);1.89
28549;P-2022-063;EMP-10;05/12/2022;Site Visit;Energy Modeling;1.16
28550;P-2022-063;EMP-4;28/10/2022;Calculation;Energy Modeling;3.96
28551;P-2022-063;EMP-4;08/11/2022;Drafting;Structural Analysis (Beam/Column Sizing);2.58
28552;P-2022-063;EMP-8;29/11/2022;Drafting;Load Calculations (Wind/Seismic);0.32
28553;P-2022-063;EMP-10;27/11/2022;Design;Cost Estimation Review;0.28
28554;P-2022-063;EMP-2;30/10/2022;Calculation;Energy Modeling;2.71
28555;P-2022-063;EMP-3;07/11/2022;Meeting;Permit Fee Calculation;0.5
28556;P-2022-063;EMP-4;24/10/2022;Drafting;Energy Modeling;0.7
28557;P-2022-063;EMP-5;19/11/2022;Site Visit;Permit Fee Calculation;2.39
28558;P-2022-063;EMP-5;06/11/2022;Drafting;Energy Modeling;4.18
28559;P-2022-063;EMP-3;30/11/2022;Site Visit;Structural Analysis (Beam/Column Sizing);3.32
28560;P-2022-063;EMP-4;24/11/2022;Drafting;Permit Fee Calculation;1.02
28561;P-2022-063;EMP-8;04/11/2022;Drafting;Permit Fee Calculation;2.71
28562;P-2022-063;EMP-11;25/10/2022;Site Visit;Permit Fee Calculation;4.23
28563;P-2022-063;EMP-7;26/10/2022;Site Visit;Energy Modeling;4.38
28564;P-2022-063;EMP-9;02/11/2022;Site Visit;Permit Fee Calculation;4.02
28565;P-2022-063;EMP-10;06/12/2022;Drafting;Energy Modeling;3.44
28566;P-2022-063;EMP-4;22/10/2022;Site Visit;Cost Estimation Review;3.67
28567;P-2022-063;EMP-4;27/11/2022;Drafting;Load Calculations (Wind/Seismic);3.63
28568;P-2022-063;EMP-2;29/10/2022;Meeting;Load Calculations (Wind/Seismic);2.43
28569;P-2022-063;EMP-11;06/12/2022;Calculation;Structural Analysis (Beam/Column Sizing);0.94
28570;P-2022-063;EMP-7;09/11/2022;Calculation;Permit Fee Calculation;0.95
28571;P-2022-063;EMP-11;01/12/2022;Design;Load Calculations (Wind/Seismic);5.36
28572;P-2022-063;EMP-8;21/11/2022;Site Visit;Cost Estimation Review;1.5
28573;P-2022-063;EMP-1;01/11/2022;Calculation;Cost Estimation Review;3.4
28574;P-2022-063;EMP-3;02/11/2022;Meeting;Permit Fee Calculation;2.96
28575;P-2022-063;EMP-7;03/12/2022;Meeting;Structural Analysis (Beam/Column Sizing);3.01
28576;P-2022-063;EMP-6;14/11/2022;Site Visit;Permit Fee Calculation;1.98
28577;P-2022-063;EMP-3;15/11/2022;Design;Energy Modeling;3.08
28578;P-2022-063;EMP-9;24/11/2022;Site Visit;Permit Fee Calculation;2.99
28579;P-2022-063;EMP-7;02/11/2022;Drafting;Structural Analysis (Beam/Column Sizing);4.89
28580;P-2022-063;EMP-8;15/11/2022;Site Visit;Cost Estimation Review;0.5
28581;P-2022-063;EMP-9;07/12/2022;Design;Cost Estimation Review;1.9
28582;P-2022-063;EMP-6;21/11/2022;Calculation;Cost Estimation Review;3.65
28583;P-2022-063;EMP-9;27/11/2022;Meeting;Structural Analysis (Beam/Column Sizing);1.68
28584;P-2022-063;EMP-10;21/10/2022;Calculation;Load Calculations (Wind/Seismic);1.1
28585;P-2022-063;EMP-9;21/10/2022;Site Visit;Cost Estimation Review;0.33
28586;P-2022-063;EMP-3;20/10/2022;Calculation;Permit Fee Calculation;1.97
28587;P-2022-063;EMP-10;28/10/2022;Meeting;Load Calculations (Wind/Seismic);1.5
28588;P-2022-063;EMP-9;01/11/2022;Site Visit;Cost Estimation Review;5.42
28589;P-2022-063;EMP-7;19/11/2022;Design;Permit Fee Calculation;3.79
28590;P-2022-063;EMP-4;20/10/2022;Meeting;Cost Estimation Review;6.05
28591;P-2022-063;EMP-10;04/12/2022;Calculation;Load Calculations (Wind/Seismic);2.71
28592;P-2022-063;EMP-3;20/11/2022;Meeting;Structural Analysis (Beam/Column Sizing);0.86
28593;P-2022-063;EMP-2;08/12/2022;Meeting;Permit Fee Calculation;2.35
28594;P-2022-063;EMP-7;26/10/2022;Design;Permit Fee Calculation;4.74
28595;P-2022-063;EMP-2;06/11/2022;Site Visit;Structural Analysis (Beam/Column Sizing);3.21
28596;P-2022-063;EMP-7;02/12/2022;Site Visit;Energy Modeling;1.93
28597;P-2022-063;EMP-2;24/10/2022;Design;Load Calculations (Wind/Seismic);3.23
28598;P-2022-063;EMP-3;29/10/2022;Drafting;Load Calculations (Wind/Seismic);1.42
28599;P-2022-063;EMP-2;27/11/2022;Calculation;Cost Estimation Review;4.44
28600;P-2022-063;EMP-1;05/11/2022;Calculation;Load Calculations (Wind/Seismic);1.27
28601;P-2022-063;EMP-5;27/11/2022;Meeting;Cost Estimation Review;4.51
28602;P-2022-063;EMP-7;01/12/2022;Calculation;Permit Fee Calculation;3.86
28603;P-2022-063;EMP-7;12/12/2022;Meeting;Energy Modeling;4.51
28604;P-2022-063;EMP-5;08/11/2022;Design;Load Calculations (Wind/Seismic);3.22
28605;P-2022-063;EMP-8;17/11/2022;Meeting;Permit Fee Calculation;4.77
28606;P-2022-063;EMP-8;13/11/2022;Site Visit;Permit Fee Calculation;4.18
28607;P-2022-063;EMP-7;29/10/2022;Site Visit;Permit Fee Calculation;3.54
28608;P-2022-063;EMP-4;28/11/2022;Site Visit;Load Calculations (Wind/Seismic);2.45
28609;P-2022-063;EMP-3;27/10/2022;Site Visit;Structural Analysis (Beam/Column Sizing);4.15
28610;P-2022-063;EMP-3;29/11/2022;Drafting;Load Calculations (Wind/Seismic);2.99
28611;P-2022-063;EMP-2;11/12/2022;Design;Energy Modeling;2.96
28612;P-2022-063;EMP-7;01/12/2022;Meeting;Permit Fee Calculation;3.25
28613;P-2022-063;EMP-9;20/11/2022;Drafting;Cost Estimation Review;3.17
28614;P-2022-063;EMP-9;05/11/2022;Design;Energy Modeling;5.47
28615;P-2022-063;EMP-5;11/12/2022;Site Visit;Cost Estimation Review;4.7
28616;P-2022-063;EMP-1;12/12/2022;Drafting;Load Calculations (Wind/Seismic);2.24
28617;P-2022-063;EMP-5;09/11/2022;Drafting;Permit Fee Calculation;1.77
28618;P-2022-063;EMP-8;13/12/2022;Design;Cost Estimation Review;2.02
28619;P-2022-063;EMP-7;01/11/2022;Meeting;Cost Estimation Review;1.99
28620;P-2022-063;EMP-8;21/11/2022;Calculation;Energy Modeling;3.5
28621;P-2022-063;EMP-7;17/11/2022;Drafting;Structural Analysis (Beam/Column Sizing);3.07
28622;P-2022-063;EMP-1;29/10/2022;Site Visit;Cost Estimation Review;4.91
28623;P-2022-063;EMP-7;05/12/2022;Design;Load Calculations (Wind/Seismic);2.35
28624;P-2022-063;EMP-9;19/11/2022;Meeting;Cost Estimation Review;1.26
28625;P-2022-063;EMP-5;17/11/2022;Calculation;Load Calculations (Wind/Seismic);0.5
28626;P-2022-063;EMP-5;21/11/2022;Design;Load Calculations (Wind/Seismic);3.99
28627;P-2022-063;EMP-9;08/11/2022;Meeting;Structural Analysis (Beam/Column Sizing);4.12
28628;P-2022-064;EMP-1;04/07/2022;Meeting;Load Calculations (Wind/Seismic);2.8
28629;P-2022-064;EMP-6;26/06/2022;Calculation;Structural Analysis (Beam/Column Sizing);0.5
28630;P-2022-064;EMP-4;12/07/2022;Calculation;Cost Estimation Review;0.5
28631;P-2022-064;EMP-4;25/06/2022;Design;Cost Estimation Review;0.69
28632;P-2022-064;EMP-5;21/07/2022;Calculation;Permit Fee Calculation;2.59
28633;P-2022-064;EMP-1;15/07/2022;Design;Cost Estimation Review;0.77
28634;P-2022-064;EMP-2;24/06/2022;Meeting;Load Calculations (Wind/Seismic);1.08
28635;P-2022-064;EMP-8;18/07/2022;Meeting;Load Calculations (Wind/Seismic);1.56
28636;P-2022-064;EMP-9;21/07/2022;Site Visit;Permit Fee Calculation;2.22
28637;P-2022-064;EMP-9;16/07/2022;Meeting;Load Calculations (Wind/Seismic);0.5
28638;P-2022-064;EMP-6;07/07/2022;Calculation;Cost Estimation Review;0.5
28639;P-2022-064;EMP-8;28/06/2022;Calculation;Structural Analysis (Beam/Column Sizing);0.5
28640;P-2022-064;EMP-2;17/05/2022;Drafting;Cost Estimation Review;0.83
28641;P-2022-064;EMP-6;04/06/2022;Calculation;Structural Analysis (Beam/Column Sizing);1.52
28642;P-2022-064;EMP-11;21/07/2022;Design;Load Calculations (Wind/Seismic);0.5
28643;P-2022-064;EMP-1;02/07/2022;Calculation;Structural Analysis (Beam/Column Sizing);0.5
28644;P-2022-064;EMP-10;01/06/2022;Site Visit;Cost Estimation Review;2.31
28645;P-2022-064;EMP-8;17/05/2022;Site Visit;Load Calculations (Wind/Seismic);0.57
28646;P-2022-064;EMP-1;16/05/2022;Meeting;Cost Estimation Review;0.76
28647;P-2022-064;EMP-5;09/06/2022;Calculation;Energy Modeling;1.87
28648;P-2022-064;EMP-2;21/06/2022;Meeting;Cost Estimation Review;2.43
28649;P-2022-064;EMP-6;31/05/2022;Drafting;Load Calculations (Wind/Seismic);0.5
28650;P-2022-064;EMP-8;01/06/2022;Meeting;Energy Modeling;0.5
28651;P-2022-064;EMP-2;02/06/2022;Calculation;Structural Analysis (Beam/Column Sizing);4.38
28652;P-2022-064;EMP-5;16/07/2022;Calculation;Cost Estimation Review;1.42
28653;P-2022-064;EMP-7;05/06/2022;Drafting;Structural Analysis (Beam/Column Sizing);0.5
28654;P-2022-064;EMP-5;17/06/2022;Design;Cost Estimation Review;0.3
28655;P-2022-064;EMP-9;19/05/2022;Design;Cost Estimation Review;1.45
28656;P-2022-064;EMP-7;14/05/2022;Meeting;Permit Fee Calculation;2.93
28657;P-2022-064;EMP-5;29/06/2022;Site Visit;Energy Modeling;0.86
28658;P-2022-064;EMP-2;22/06/2022;Site Visit;Permit Fee Calculation;2.65
28659;P-2022-064;EMP-7;06/06/2022;Meeting;Permit Fee Calculation;0.37
28660;P-2022-064;EMP-5;25/07/2022;Calculation;Cost Estimation Review;2.48
28661;P-2022-064;EMP-8;10/07/2022;Drafting;Structural Analysis (Beam/Column Sizing);1.97
28662;P-2022-064;EMP-8;12/06/2022;Site Visit;Energy Modeling;0.5
28663;P-2022-064;EMP-9;21/06/2022;Site Visit;Structural Analysis (Beam/Column Sizing);4.02
28664;P-2022-064;EMP-6;21/06/2022;Drafting;Energy Modeling;0.5
28665;P-2022-064;EMP-5;20/06/2022;Meeting;Permit Fee Calculation;1.26
28666;P-2022-064;EMP-11;14/06/2022;Design;Energy Modeling;0.5
28667;P-2022-064;EMP-11;12/06/2022;Drafting;Structural Analysis (Beam/Column Sizing);2.54
28668;P-2022-064;EMP-8;12/05/2022;Calculation;Load Calculations (Wind/Seismic);0.95
28669;P-2022-064;EMP-2;28/05/2022;Meeting;Cost Estimation Review;0.5
28670;P-2022-064;EMP-9;31/05/2022;Site Visit;Structural Analysis (Beam/Column Sizing);0.5
28671;P-2022-064;EMP-7;03/06/2022;Design;Permit Fee Calculation;0.5
28672;P-2022-064;EMP-9;07/06/2022;Design;Permit Fee Calculation;1.59
28673;P-2022-064;EMP-4;18/07/2022;Meeting;Cost Estimation Review;0.5
28674;P-2022-064;EMP-4;25/07/2022;Drafting;Energy Modeling;2.51
28675;P-2022-064;EMP-10;09/06/2022;Calculation;Load Calculations (Wind/Seismic);0.5
28676;P-2022-064;EMP-7;03/07/2022;Design;Structural Analysis (Beam/Column Sizing);2.14
28677;P-2022-064;EMP-7;16/06/2022;Site Visit;Permit Fee Calculation;0.5
28678;P-2022-064;EMP-4;22/06/2022;Calculation;Energy Modeling;0.5
28679;P-2022-064;EMP-10;17/06/2022;Design;Structural Analysis (Beam/Column Sizing);0.72
28680;P-2022-064;EMP-10;22/05/2022;Drafting;Energy Modeling;0.5
28681;P-2022-064;EMP-2;21/07/2022;Design;Structural Analysis (Beam/Column Sizing);2.66
28682;P-2022-064;EMP-6;27/06/2022;Site Visit;Permit Fee Calculation;2.49
28683;P-2022-064;EMP-7;24/07/2022;Design;Structural Analysis (Beam/Column Sizing);0.89
28684;P-2022-064;EMP-3;31/05/2022;Drafting;Permit Fee Calculation;3.13
28685;P-2022-064;EMP-10;09/07/2022;Calculation;Structural Analysis (Beam/Column Sizing);3.5
28686;P-2022-064;EMP-5;07/07/2022;Meeting;Cost Estimation Review;0.5
28687;P-2022-064;EMP-5;19/05/2022;Design;Energy Modeling;3.63
28688;P-2022-064;EMP-8;05/07/2022;Meeting;Load Calculations (Wind/Seismic);0.5
28689;P-2022-064;EMP-5;23/06/2022;Site Visit;Permit Fee Calculation;0.5
