log_id;project_id;employee_id;date_logged;task_category;hours_worked
1348;P-2022-043;EMP-4;15/06/2022;Design;2.5
1349;P-2022-043;EMP-11;29/05/2022;Meeting;1.05
1350;P-2022-043;EMP-1;09/06/2022;Drafting;1.76
1351;P-2022-043;EMP-9;30/06/2022;Site Visit;3.51
1352;P-2022-043;EMP-3;04/07/2022;Drafting;3.27
1353;P-2022-044;EMP-11;29/11/2022;Drafting;10.7
1354;P-2022-044;EMP-8;25/01/2023;Design;15.84
1355;P-2022-044;EMP-4;29/01/2023;Site Visit;13.45
1356;P-2022-044;EMP-11;02/02/2023;Drafting;12.23
1357;P-2022-044;EMP-2;06/04/2023;Calculation;14.81
1358;P-2022-044;EMP-11;28/12/2022;Design;12.1
1359;P-2022-044;EMP-8;16/02/2023;Design;13.64
1360;P-2022-044;EMP-8;19/02/2023;Drafting;11.87
1361;P-2022-044;EMP-6;18/01/2023;Site Visit;13.51
1362;P-2022-044;EMP-2;04/01/2023;Calculation;11.64
1363;P-2022-044;EMP-11;17/01/2023;Design;13.79
1364;P-2022-044;EMP-10;20/03/2023;Design;14.89
1365;P-2022-044;EMP-8;26/02/2023;Design;13.01
1366;P-2022-044;EMP-10;30/12/2022;Meeting;13.46
1367;P-2022-044;EMP-11;07/02/2023;Calculation;12.9
1368;P-2022-044;EMP-8;08/12/2022;Site Visit;13.88
1369;P-2022-044;EMP-2;02/01/2023;Meeting;13.07
1370;P-2022-044;EMP-4;11/03/2023;Site Visit;13.27
1371;P-2022-044;EMP-8;12/01/2023;Calculation;15.46
1372;P-2022-044;EMP-8;24/02/2023;Design;11.35
1373;P-2022-044;EMP-7;22/01/2023;Calculation;14.1
1374;P-2022-044;EMP-11;28/01/2023;Site Visit;12.74
1375;P-2022-044;EMP-1;04/04/2023;Calculation;14.48
1376;P-2022-044;EMP-4;22/02/2023;Site Visit;12.67
1377;P-2022-044;EMP-11;06/12/2022;Calculation;15.34
1378;P-2022-044;EMP-2;02/02/2023;Calculation;16.96
1379;P-2022-044;EMP-5;28/11/2022;Calculation;10.94
1380;P-2022-044;EMP-4;05/12/2022;Drafting;11.89
1381;P-2022-044;EMP-7;26/03/2023;Calculation;13.57
1382;P-2022-044;EMP-3;04/03/2023;Drafting;12.82
1383;P-2022-044;EMP-11;11/01/2023;Site Visit;12.27
1384;P-2022-044;EMP-1;07/03/2023;Design;15.33
1385;P-2022-044;EMP-10;22/02/2023;Meeting;12.83
1386;P-2022-044;EMP-7;23/03/2023;Design;13.89
1387;P-2022-044;EMP-11;01/04/2023;Site Visit;15.0
1388;P-2022-044;EMP-10;08/03/2023;Calculation;14.48
1389;P-2022-044;EMP-11;08/02/2023;Design;16.18
1390;P-2022-044;EMP-3;17/01/2023;Meeting;14.48
1391;P-2022-044;EMP-3;31/12/2022;Design;11.82
1392;P-2022-044;EMP-5;04/04/2023;Calculation;14.03
1393;P-2022-044;EMP-1;05/01/2023;Drafting;12.39
1394;P-2022-044;EMP-2;23/03/2023;Site Visit;13.55
1395;P-2022-044;EMP-2;28/11/2022;Drafting;11.01
1396;P-2022-044;EMP-5;02/12/2022;Site Visit;13.43
1397;P-2022-044;EMP-2;23/02/2023;Site Visit;14.37
1398;P-2022-045;EMP-8;05/02/2022;Meeting;5.85
1399;P-2022-045;EMP-7;27/01/2022;Calculation;4.03
1400;P-2022-045;EMP-6;09/02/2022;Meeting;5.84
1401;P-2022-045;EMP-9;29/01/2022;Drafting;3.65
1402;P-2022-045;EMP-5;13/01/2022;Design;3.91
1403;P-2022-045;EMP-1;25/01/2022;Meeting;3.87
1404;P-2022-045;EMP-2;30/01/2022;Site Visit;7.23
1405;P-2022-045;EMP-1;16/01/2022;Calculation;5.87
1406;P-2022-045;EMP-1;06/02/2022;Calculation;4.99
1407;P-2022-045;EMP-6;09/01/2022;Drafting;2.99
1408;P-2022-045;EMP-11;07/02/2022;Calculation;5.57
1409;P-2022-045;EMP-4;05/02/2022;Site Visit;3.76
1410;P-2022-045;EMP-4;25/01/2022;Design;4.61
1411;P-2022-045;EMP-5;30/01/2022;Calculation;4.99
1412;P-2022-045;EMP-10;27/01/2022;Calculation;4.6
1413;P-2022-045;EMP-5;05/02/2022;Calculation;4.58
1414;P-2022-045;EMP-6;15/01/2022;Calculation;6.59
1415;P-2022-045;EMP-3;07/02/2022;Site Visit;3.91
1416;P-2022-045;EMP-1;09/01/2022;Calculation;3.61
1417;P-2022-045;EMP-3;20/01/2022;Calculation;4.3
1418;P-2022-045;EMP-5;30/01/2022;Meeting;5.58
1419;P-2022-045;EMP-8;09/02/2022;Site Visit;7.62
1420;P-2022-045;EMP-7;11/02/2022;Drafting;4.79
1421;P-2022-045;EMP-5;09/01/2022;Drafting;1.99
1422;P-2022-046;EMP-9;22/02/2022;Drafting;4.05
1423;P-2022-046;EMP-10;13/02/2022;Design;6.06
1424;P-2022-046;EMP-5;03/03/2022;Drafting;5.27
1425;P-2022-046;EMP-10;24/02/2022;Drafting;3.38
1426;P-2022-046;EMP-5;11/02/2022;Calculation;6.76
1427;P-2022-046;EMP-7;02/02/2022;Design;4.99
1428;P-2022-046;EMP-4;27/02/2022;Design;6.64
1429;P-2022-046;EMP-1;09/02/2022;Drafting;5.95
1430;P-2022-046;EMP-9;21/02/2022;Design;4.53
1431;P-2022-046;EMP-2;02/02/2022;Drafting;7.09
1432;P-2022-046;EMP-1;02/03/2022;Meeting;6.02
1433;P-2022-046;EMP-6;07/02/2022;Design;7.76
1434;P-2022-046;EMP-2;18/02/2022;Site Visit;6.95
1435;P-2022-047;EMP-7;06/05/2022;Meeting;7.91
1436;P-2022-047;EMP-7;21/04/2022;Design;6.43
1437;P-2022-047;EMP-2;05/05/2022;Meeting;9.71
1438;P-2022-047;EMP-2;15/06/2022;Calculation;6.87
1439;P-2022-047;EMP-2;06/07/2022;Calculation;7.57
1440;P-2022-047;EMP-10;15/07/2022;Drafting;9.03
1441;P-2022-047;EMP-9;25/05/2022;Design;8.43
1442;P-2022-047;EMP-7;21/07/2022;Design;9.11
1443;P-2022-047;EMP-1;01/05/2022;Design;8.76
1444;P-2022-047;EMP-10;15/04/2022;Drafting;7.46
1445;P-2022-047;EMP-7;23/06/2022;Drafting;10.68
1446;P-2022-047;EMP-9;30/05/2022;Meeting;6.85
1447;P-2022-047;EMP-9;10/04/2022;Drafting;8.97
1448;P-2022-047;EMP-10;17/07/2022;Drafting;10.27
1449;P-2022-047;EMP-2;14/07/2022;Meeting;6.55
1450;P-2022-047;EMP-8;11/05/2022;Design;5.82
1451;P-2022-047;EMP-8;05/05/2022;Design;8.68
1452;P-2022-047;EMP-6;03/04/2022;Drafting;10.49
1453;P-2022-047;EMP-2;17/04/2022;Site Visit;9.44
1454;P-2022-047;EMP-11;02/05/2022;Site Visit;8.04
1455;P-2022-047;EMP-10;02/05/2022;Meeting;7.67
1456;P-2022-047;EMP-9;30/06/2022;Design;7.25
1457;P-2022-047;EMP-6;02/06/2022;Site Visit;6.43
1458;P-2022-047;EMP-2;23/04/2022;Design;8.82
1459;P-2022-047;EMP-7;20/06/2022;Meeting;8.03
1460;P-2022-047;EMP-1;13/07/2022;Site Visit;7.06
1461;P-2022-047;EMP-8;21/06/2022;Drafting;7.07
1462;P-2022-047;EMP-4;13/06/2022;Meeting;8.93
1463;P-2022-047;EMP-9;24/05/2022;Calculation;7.78
1464;P-2022-047;EMP-3;01/06/2022;Site Visit;9.13
1465;P-2022-047;EMP-10;31/05/2022;Design;8.42
1466;P-2022-047;EMP-5;06/04/2022;Drafting;7.52
1467;P-2022-047;EMP-1;21/06/2022;Drafting;8.79
1468;P-2022-047;EMP-3;02/06/2022;Calculation;11.7
1469;P-2022-047;EMP-11;26/04/2022;Drafting;8.15
1470;P-2022-047;EMP-7;19/05/2022;Drafting;8.03
1471;P-2022-047;EMP-10;27/05/2022;Calculation;8.2
1472;P-2022-047;EMP-5;30/04/2022;Meeting;7.1
1473;P-2022-047;EMP-4;14/06/2022;Site Visit;10.42
1474;P-2022-047;EMP-10;15/04/2022;Site Visit;6.69
1475;P-2022-047;EMP-7;06/05/2022;Site Visit;8.38
1476;P-2022-047;EMP-6;31/05/2022;Design;7.93
1477;P-2022-047;EMP-1;09/07/2022;Meeting;7.97
1478;P-2022-047;EMP-10;09/05/2022;Calculation;9.64
1479;P-2022-047;EMP-9;20/07/2022;Meeting;7.34
1480;P-2022-047;EMP-8;21/07/2022;Design;7.29
1481;P-2022-047;EMP-2;12/06/2022;Calculation;12.16
1482;P-2022-047;EMP-2;14/07/2022;Design;9.37
1483;P-2022-047;EMP-2;21/06/2022;Design;5.85
1484;P-2022-047;EMP-3;11/04/2022;Meeting;8.81
1485;P-2022-047;EMP-9;05/04/2022;Meeting;7.71
1486;P-2022-047;EMP-9;12/05/2022;Meeting;9.71
1487;P-2022-047;EMP-7;23/06/2022;Design;9.66
1488;P-2022-048;EMP-8;06/02/2022;Drafting;17.59
1489;P-2022-048;EMP-3;13/02/2022;Meeting;21.16
1490;P-2022-048;EMP-1;12/01/2022;Site Visit;15.51
1491;P-2022-048;EMP-5;19/01/2022;Site Visit;16.8
1492;P-2022-048;EMP-11;10/02/2022;Calculation;17.14
1493;P-2022-048;EMP-3;29/01/2022;Design;17.27
1494;P-2022-049;EMP-5;02/08/2022;Site Visit;4.47
1495;P-2022-049;EMP-3;01/08/2022;Site Visit;3.26
1496;P-2022-049;EMP-1;03/08/2022;Site Visit;3.04
1497;P-2022-049;EMP-11;10/08/2022;Site Visit;1.83
1498;P-2022-049;EMP-9;21/07/2022;Calculation;3.72
1499;P-2022-049;EMP-6;11/08/2022;Calculation;2.61
1500;P-2022-049;EMP-8;30/07/2022;Site Visit;3.79
1501;P-2022-049;EMP-10;30/07/2022;Design;3.74
1502;P-2022-049;EMP-3;22/07/2022;Calculation;4.25
1503;P-2022-049;EMP-10;22/07/2022;Calculation;2.24
1504;P-2022-049;EMP-8;26/07/2022;Design;4.65
1505;P-2022-049;EMP-1;09/07/2022;Meeting;0.82
1506;P-2022-049;EMP-10;15/07/2022;Drafting;3.01
1507;P-2022-049;EMP-11;20/07/2022;Drafting;4.44
1508;P-2022-049;EMP-6;13/08/2022;Calculation;5.03
1509;P-2022-049;EMP-2;13/07/2022;Calculation;4.76
1510;P-2022-049;EMP-11;02/08/2022;Site Visit;2.75
1511;P-2022-049;EMP-10;12/08/2022;Calculation;4.83
1512;P-2022-049;EMP-8;19/07/2022;Calculation;3.98
1513;P-2022-049;EMP-1;23/07/2022;Site Visit;0.5
1514;P-2022-049;EMP-5;31/07/2022;Design;2.7
1515;P-2022-049;EMP-6;25/07/2022;Design;3.63
1516;P-2022-049;EMP-10;02/08/2022;Design;3.24
1517;P-2022-049;EMP-9;02/08/2022;Drafting;2.56
1518;P-2022-049;EMP-5;09/07/2022;Drafting;0.63
1519;P-2022-049;EMP-10;27/07/2022;Drafting;5.16
1520;P-2022-049;EMP-7;16/07/2022;Calculation;0.34
1521;P-2022-049;EMP-11;08/08/2022;Drafting;6.36
1522;P-2022-049;EMP-10;10/08/2022;Site Visit;2.64
1523;P-2022-050;EMP-8;27/12/2022;Site Visit;59.43
1524;P-2022-050;EMP-10;06/12/2022;Drafting;61.13
1525;P-2022-050;EMP-4;27/12/2022;Meeting;62.39
1526;P-2022-050;EMP-4;05/01/2023;Site Visit;62.86
1527;P-2022-050;EMP-10;15/11/2022;Meeting;59.69
1528;P-2022-050;EMP-4;19/11/2022;Site Visit;58.77
1529;P-2022-051;EMP-9;15/11/2022;Meeting;0.65
1530;P-2022-051;EMP-9;06/11/2022;Meeting;1.23
1531;P-2022-051;EMP-10;05/11/2022;Meeting;0.5
1532;P-2022-051;EMP-8;14/11/2022;Meeting;1.18
1533;P-2022-051;EMP-5;18/11/2022;Meeting;2.96
1534;P-2022-051;EMP-8;15/11/2022;Drafting;0.5
1535;P-2022-051;EMP-3;19/11/2022;Calculation;0.44
1536;P-2022-051;EMP-3;05/11/2022;Meeting;0.76
1537;P-2022-051;EMP-1;13/11/2022;Drafting;0.5
1538;P-2022-051;EMP-10;12/11/2022;Calculation;2.01
1539;P-2022-051;EMP-3;10/11/2022;Drafting;0.5
1540;P-2022-051;EMP-4;18/11/2022;Design;1.31
1541;P-2022-051;EMP-8;18/11/2022;Design;0.35
1542;P-2022-051;EMP-7;14/11/2022;Drafting;0.5
1543;P-2022-051;EMP-6;07/11/2022;Site Visit;2.37
1544;P-2022-051;EMP-1;07/11/2022;Calculation;2.73
1545;P-2022-051;EMP-8;18/11/2022;Site Visit;0.5
1546;P-2022-051;EMP-8;18/11/2022;Calculation;1.3
1547;P-2022-051;EMP-5;08/11/2022;Drafting;0.33
1548;P-2022-051;EMP-10;18/11/2022;Drafting;1.37
1549;P-2022-051;EMP-7;05/11/2022;Calculation;0.39
1550;P-2022-051;EMP-11;04/11/2022;Design;4.24
1551;P-2022-051;EMP-5;17/11/2022;Meeting;1.18
1552;P-2022-051;EMP-1;19/11/2022;Calculation;2.85
1553;P-2022-051;EMP-6;14/11/2022;Design;0.5
1554;P-2022-051;EMP-8;06/11/2022;Meeting;2.96
1555;P-2022-051;EMP-5;08/11/2022;Design;0.77
1556;P-2022-051;EMP-1;06/11/2022;Calculation;0.3
1557;P-2022-051;EMP-1;14/11/2022;Calculation;1.09
1558;P-2022-051;EMP-10;19/11/2022;Meeting;2.36
1559;P-2022-051;EMP-4;07/11/2022;Drafting;0.55
1560;P-2022-051;EMP-6;16/11/2022;Drafting;1.1
1561;P-2022-051;EMP-2;16/11/2022;Drafting;1.47
1562;P-2022-051;EMP-10;07/11/2022;Site Visit;1.62
1563;P-2022-051;EMP-11;13/11/2022;Site Visit;0.6
1564;P-2022-051;EMP-2;12/11/2022;Meeting;0.29
1565;P-2022-051;EMP-3;14/11/2022;Calculation;0.5
1566;P-2022-051;EMP-7;18/11/2022;Drafting;0.58
1567;P-2022-051;EMP-11;15/11/2022;Site Visit;0.5
1568;P-2022-051;EMP-8;08/11/2022;Drafting;2.56
1569;P-2022-051;EMP-7;17/11/2022;Design;0.61
1570;P-2022-051;EMP-4;18/11/2022;Site Visit;0.58
1571;P-2022-051;EMP-6;17/11/2022;Site Visit;0.5
1572;P-2022-051;EMP-4;06/11/2022;Meeting;0.5
1573;P-2022-051;EMP-11;10/11/2022;Design;2.12
1574;P-2022-051;EMP-11;06/11/2022;Site Visit;0.5
1575;P-2022-051;EMP-8;15/11/2022;Design;0.5
1576;P-2022-051;EMP-4;19/11/2022;Site Visit;1.96
1577;P-2022-051;EMP-2;12/11/2022;Site Visit;0.32
1578;P-2022-051;EMP-1;12/11/2022;Drafting;1.26
1579;P-2022-051;EMP-5;06/11/2022;Calculation;0.5
1580;P-2022-051;EMP-4;19/11/2022;Drafting;1.38
1581;P-2022-051;EMP-1;10/11/2022;Drafting;1.17
1582;P-2022-052;EMP-2;27/11/2022;Calculation;6.06
1583;P-2022-052;EMP-10;18/12/2022;Site Visit;7.54
1584;P-2022-052;EMP-8;02/12/2022;Design;5.36
1585;P-2022-052;EMP-6;08/12/2022;Design;5.04
1586;P-2022-052;EMP-6;25/11/2022;Calculation;5.55
1587;P-2022-052;EMP-8;24/11/2022;Design;5.78
1588;P-2022-052;EMP-6;19/12/2022;Site Visit;7.3
1589;P-2022-052;EMP-3;14/12/2022;Drafting;4.87
1590;P-2022-052;EMP-9;06/12/2022;Calculation;4.29
1591;P-2022-052;EMP-6;03/12/2022;Meeting;4.46
1592;P-2022-052;EMP-8;21/12/2022;Calculation;6.93
1593;P-2022-052;EMP-4;04/12/2022;Site Visit;5.37
1594;P-2022-052;EMP-11;25/12/2022;Design;3.69
1595;P-2022-052;EMP-2;30/12/2022;Meeting;8.2
1596;P-2022-052;EMP-6;30/12/2022;Site Visit;7.42
1597;P-2022-052;EMP-9;14/12/2022;Meeting;5.99
1598;P-2022-052;EMP-2;03/12/2022;Drafting;6.85
1599;P-2022-052;EMP-9;05/12/2022;Calculation;5.79
1600;P-2022-052;EMP-8;23/12/2022;Calculation;4.26
1601;P-2022-052;EMP-1;07/12/2022;Calculation;3.71
1602;P-2022-053;EMP-2;23/06/2022;Drafting;27.67
1603;P-2022-053;EMP-8;08/07/2022;Design;25.33
1604;P-2022-053;EMP-5;23/07/2022;Design;25.99
1605;P-2022-053;EMP-10;13/06/2022;Design;23.02
1606;P-2022-053;EMP-2;30/06/2022;Design;27.48
1607;P-2022-053;EMP-5;03/07/2022;Drafting;26.34
1608;P-2022-053;EMP-1;08/07/2022;Design;24.56
1609;P-2022-054;EMP-10;21/07/2022;Meeting;7.38
1610;P-2022-054;EMP-7;30/07/2022;Design;7.11
1611;P-2022-054;EMP-4;26/06/2022;Calculation;7.75
1612;P-2022-054;EMP-9;14/07/2022;Calculation;5.49
1613;P-2022-054;EMP-1;31/07/2022;Calculation;5.41
1614;P-2022-054;EMP-2;12/07/2022;Site Visit;4.25
1615;P-2022-054;EMP-2;10/07/2022;Site Visit;8.01
1616;P-2022-054;EMP-2;12/07/2022;Drafting;6.99
1617;P-2022-054;EMP-4;13/07/2022;Meeting;6.3
1618;P-2022-054;EMP-7;27/06/2022;Drafting;5.85
1619;P-2022-054;EMP-8;28/07/2022;Drafting;6.43
1620;P-2022-054;EMP-2;25/07/2022;Calculation;9.21
1621;P-2022-054;EMP-4;10/07/2022;Meeting;5.86
1622;P-2022-054;EMP-6;13/07/2022;Design;6.43
1623;P-2022-054;EMP-10;22/07/2022;Drafting;7.16
1624;P-2022-054;EMP-2;09/07/2022;Site Visit;6.64
1625;P-2022-054;EMP-4;01/07/2022;Design;5.24
1626;P-2022-055;EMP-8;27/03/2022;Calculation;11.54
1627;P-2022-055;EMP-11;07/05/2022;Drafting;7.92
1628;P-2022-055;EMP-4;28/03/2022;Site Visit;7.08
1629;P-2022-055;EMP-1;24/05/2022;Site Visit;6.86
1630;P-2022-055;EMP-6;05/04/2022;Design;8.39
1631;P-2022-055;EMP-2;10/04/2022;Design;8.66
1632;P-2022-055;EMP-3;15/05/2022;Drafting;10.99
1633;P-2022-055;EMP-2;04/04/2022;Design;7.26
1634;P-2022-055;EMP-6;15/04/2022;Site Visit;9.3
1635;P-2022-055;EMP-11;26/05/2022;Site Visit;10.95
1636;P-2022-055;EMP-5;28/03/2022;Calculation;6.75
1637;P-2022-055;EMP-11;25/03/2022;Design;10.55
1638;P-2022-055;EMP-8;24/05/2022;Site Visit;10.56
1639;P-2022-055;EMP-9;28/03/2022;Calculation;6.56
1640;P-2022-055;EMP-4;31/03/2022;Meeting;7.41
1641;P-2022-055;EMP-7;01/05/2022;Calculation;9.33
1642;P-2022-055;EMP-4;13/04/2022;Drafting;5.82
1643;P-2022-055;EMP-10;23/04/2022;Design;11.24
1644;P-2022-055;EMP-9;26/03/2022;Calculation;4.7
1645;P-2022-055;EMP-7;09/05/2022;Design;10.26
1646;P-2022-055;EMP-3;02/05/2022;Drafting;9.75
1647;P-2022-055;EMP-7;19/05/2022;Drafting;9.69
1648;P-2022-055;EMP-5;01/05/2022;Meeting;6.72
1649;P-2022-055;EMP-9;03/04/2022;Design;9.55
1650;P-2022-055;EMP-7;30/04/2022;Calculation;7.62
1651;P-2022-055;EMP-11;21/04/2022;Drafting;10.37
1652;P-2022-055;EMP-10;18/05/2022;Calculation;8.41
1653;P-2022-055;EMP-8;10/05/2022;Site Visit;10.12
1654;P-2022-055;EMP-7;10/04/2022;Drafting;9.85
1655;P-2022-056;EMP-4;08/08/2022;Meeting;0.5
1656;P-2022-056;EMP-8;14/08/2022;Design;0.5
1657;P-2022-056;EMP-7;01/08/2022;Calculation;2.84
1658;P-2022-056;EMP-7;17/08/2022;Calculation;2.63
1659;P-2022-056;EMP-9;13/08/2022;Calculation;3.16
1660;P-2022-056;EMP-2;10/08/2022;Meeting;3.89
1661;P-2022-056;EMP-6;12/08/2022;Site Visit;4.22
1662;P-2022-056;EMP-8;23/07/2022;Meeting;1.04
1663;P-2022-056;EMP-8;20/07/2022;Calculation;4.0
1664;P-2022-056;EMP-9;01/08/2022;Design;0.51
1665;P-2022-056;EMP-7;13/08/2022;Meeting;0.5
1666;P-2022-056;EMP-11;23/07/2022;Meeting;2.5
1667;P-2022-056;EMP-3;12/08/2022;Drafting;1.12
1668;P-2022-056;EMP-1;20/08/2022;Drafting;0.5
1669;P-2022-056;EMP-6;20/08/2022;Site Visit;0.5
1670;P-2022-056;EMP-4;02/08/2022;Meeting;4.52
1671;P-2022-056;EMP-10;03/08/2022;Meeting;1.9
1672;P-2022-056;EMP-2;20/08/2022;Drafting;1.48
1673;P-2022-056;EMP-8;08/08/2022;Calculation;5.2
1674;P-2022-056;EMP-1;15/08/2022;Calculation;3.59
1675;P-2022-056;EMP-5;18/08/2022;Design;0.93
1676;P-2022-056;EMP-1;22/07/2022;Calculation;3.08
1677;P-2022-056;EMP-5;08/08/2022;Drafting;0.97
1678;P-2022-056;EMP-3;07/08/2022;Drafting;1.71
1679;P-2022-056;EMP-6;30/07/2022;Calculation;3.62
1680;P-2022-056;EMP-9;17/08/2022;Site Visit;3.19
1681;P-2022-056;EMP-3;27/07/2022;Meeting;0.5
1682;P-2022-056;EMP-9;23/07/2022;Drafting;2.82
1683;P-2022-056;EMP-10;14/08/2022;Calculation;0.5
1684;P-2022-056;EMP-8;19/08/2022;Meeting;0.86
1685;P-2022-056;EMP-10;12/08/2022;Drafting;0.29
1686;P-2022-056;EMP-4;03/08/2022;Site Visit;0.5
1687;P-2022-056;EMP-9;25/07/2022;Calculation;0.51
1688;P-2022-056;EMP-8;17/08/2022;Calculation;1.74
1689;P-2022-056;EMP-10;05/08/2022;Design;2.85
1690;P-2022-056;EMP-11;15/08/2022;Calculation;4.08
1691;P-2022-056;EMP-6;26/07/2022;Meeting;0.82
1692;P-2022-056;EMP-9;27/07/2022;Calculation;5.84
1693;P-2022-056;EMP-11;03/08/2022;Calculation;3.08
1694;P-2022-056;EMP-11;25/07/2022;Calculation;1.25
1695;P-2022-056;EMP-5;09/08/2022;Site Visit;5.51
1696;P-2022-056;EMP-9;05/08/2022;Calculation;2.11
1697;P-2022-056;EMP-5;08/08/2022;Calculation;2.09
1698;P-2022-056;EMP-3;29/07/2022;Calculation;0.83
1699;P-2022-056;EMP-1;29/07/2022;Design;1.74
1700;P-2022-056;EMP-6;08/08/2022;Calculation;0.5
1701;P-2022-056;EMP-2;26/07/2022;Site Visit;1.59
1702;P-2022-056;EMP-6;27/07/2022;Meeting;0.5
1703;P-2022-056;EMP-10;26/07/2022;Site Visit;0.5
1704;P-2022-056;EMP-5;06/08/2022;Site Visit;3.98
1705;P-2022-057;EMP-3;24/07/2022;Site Visit;20.76
1706;P-2022-057;EMP-1;05/07/2022;Site Visit;18.3
1707;P-2022-057;EMP-3;20/06/2022;Drafting;17.97
1708;P-2022-057;EMP-11;20/06/2022;Design;16.96
1709;P-2022-057;EMP-8;29/06/2022;Design;16.89
1710;P-2022-057;EMP-6;20/06/2022;Meeting;17.55
1711;P-2022-057;EMP-1;27/07/2022;Design;17.77
1712;P-2022-057;EMP-4;28/07/2022;Design;19.99
1713;P-2022-057;EMP-1;17/06/2022;Drafting;17.74
1714;P-2022-057;EMP-2;29/04/2022;Site Visit;20.48
1715;P-2022-057;EMP-1;16/07/2022;Drafting;19.38
1716;P-2022-057;EMP-5;04/06/2022;Meeting;18.02
1717;P-2022-057;EMP-4;13/04/2022;Meeting;17.07
1718;P-2022-057;EMP-5;07/06/2022;Drafting;17.25
1719;P-2022-057;EMP-2;28/07/2022;Calculation;17.65
1720;P-2022-057;EMP-8;26/06/2022;Design;16.72
1721;P-2022-057;EMP-2;14/04/2022;Meeting;19.51
1722;P-2022-057;EMP-4;29/07/2022;Site Visit;18.66
1723;P-2022-057;EMP-11;09/07/2022;Site Visit;15.62
1724;P-2022-057;EMP-10;08/05/2022;Drafting;20.73
1725;P-2022-057;EMP-1;01/06/2022;Drafting;20.87
1726;P-2022-057;EMP-1;29/05/2022;Meeting;17.38
1727;P-2022-058;EMP-10;25/03/2022;Meeting;22.45
1728;P-2022-058;EMP-7;18/01/2022;Site Visit;21.63
1729;P-2022-058;EMP-4;25/04/2022;Calculation;22.46
1730;P-2022-058;EMP-7;22/02/2022;Meeting;25.69
1731;P-2022-058;EMP-7;18/06/2022;Drafting;24.77
1732;P-2022-058;EMP-11;07/04/2022;Site Visit;22.81
1733;P-2022-058;EMP-7;01/03/2022;Meeting;22.67
1734;P-2022-058;EMP-5;08/07/2022;Site Visit;22.94
1735;P-2022-058;EMP-6;20/01/2022;Drafting;21.73
1736;P-2022-058;EMP-9;05/07/2022;Calculation;23.67
1737;P-2022-058;EMP-9;10/04/2022;Meeting;22.08
1738;P-2022-058;EMP-7;26/03/2022;Site Visit;24.65
1739;P-2022-058;EMP-7;15/01/2022;Calculation;23.3
1740;P-2022-058;EMP-7;07/06/2022;Calculation;21.66
1741;P-2022-058;EMP-1;20/04/2022;Design;22.45
1742;P-2022-058;EMP-3;17/01/2022;Calculation;22.19
1743;P-2022-058;EMP-2;14/07/2022;Meeting;21.75
1744;P-2022-058;EMP-5;12/01/2022;Calculation;20.87
1745;P-2022-058;EMP-11;05/05/2022;Drafting;23.71
1746;P-2022-058;EMP-1;03/07/2022;Site Visit;22.74
1747;P-2022-058;EMP-3;19/06/2022;Site Visit;22.21
1748;P-2022-058;EMP-7;14/05/2022;Site Visit;23.27
1749;P-2022-058;EMP-3;20/06/2022;Calculation;23.14
1750;P-2022-058;EMP-6;29/03/2022;Drafting;21.99
1751;P-2022-058;EMP-1;26/06/2022;Meeting;22.5
1752;P-2022-058;EMP-8;04/03/2022;Drafting;23.85
1753;P-2022-058;EMP-7;06/04/2022;Drafting;22.52
1754;P-2022-058;EMP-9;17/03/2022;Drafting;24.15
1755;P-2022-058;EMP-11;28/04/2022;Site Visit;21.84
1756;P-2022-058;EMP-7;15/06/2022;Meeting;21.44
1757;P-2022-058;EMP-3;03/03/2022;Drafting;22.12
1758;P-2022-058;EMP-7;06/07/2022;Calculation;22.44
1759;P-2022-058;EMP-5;30/03/2022;Site Visit;25.72
1760;P-2022-058;EMP-5;16/04/2022;Calculation;20.4
1761;P-2022-059;EMP-3;16/02/2022;Design;0.4
1762;P-2022-059;EMP-4;17/02/2022;Meeting;5.34
1763;P-2022-059;EMP-11;16/02/2022;Drafting;2.96
1764;P-2022-059;EMP-10;17/02/2022;Site Visit;1.81
1765;P-2022-059;EMP-11;19/02/2022;Meeting;1.0
1766;P-2022-059;EMP-5;18/02/2022;Design;1.4
1767;P-2022-059;EMP-5;17/02/2022;Meeting;0.58
1768;P-2022-059;EMP-4;27/02/2022;Drafting;4.64
1769;P-2022-059;EMP-1;28/02/2022;Calculation;2.73
1770;P-2022-059;EMP-2;01/03/2022;Design;1.09
1771;P-2022-059;EMP-1;25/02/2022;Drafting;1.57
1772;P-2022-059;EMP-2;26/02/2022;Drafting;2.62
1773;P-2022-059;EMP-5;22/02/2022;Site Visit;3.14
1774;P-2022-059;EMP-8;02/03/2022;Meeting;0.29
1775;P-2022-059;EMP-4;01/03/2022;Drafting;3.21
1776;P-2022-059;EMP-9;27/02/2022;Calculation;2.16
1777;P-2022-059;EMP-6;02/03/2022;Drafting;0.5
1778;P-2022-059;EMP-7;18/02/2022;Calculation;1.02
1779;P-2022-059;EMP-2;19/02/2022;Site Visit;2.37
1780;P-2022-059;EMP-8;20/02/2022;Meeting;1.54
1781;P-2022-059;EMP-5;20/02/2022;Meeting;3.31
1782;P-2022-059;EMP-10;18/02/2022;Design;1.67
1783;P-2022-059;EMP-1;20/02/2022;Meeting;3.91
1784;P-2022-059;EMP-4;25/02/2022;Drafting;5.5
1785;P-2022-059;EMP-10;27/02/2022;Site Visit;1.17
