log_id;project_id;employee_id;date_logged;task_category;hours_worked;project_type;material_type;surface_area_m2;num_levels;start_date;end_date;is_winter;floor_area_ratio
2252;P-2022-072;EMP-7;14/08/2022;Design;16.14;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2253;P-2022-072;EMP-2;07/07/2022;Site Visit;14.53;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2254;P-2022-072;EMP-3;05/03/2022;Site Visit;13.32;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;1;1.605.833.333
2255;P-2022-072;EMP-6;20/06/2022;Design;14.05;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2256;P-2022-072;EMP-2;02/03/2022;Design;11.76;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;1;1.605.833.333
2257;P-2022-072;EMP-5;28/03/2022;Site Visit;13.14;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;1;1.605.833.333
2258;P-2022-072;EMP-9;17/06/2022;Meeting;14;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2259;P-2022-072;EMP-6;20/06/2022;Drafting;14.93;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2260;P-2022-072;EMP-11;16/05/2022;Drafting;15.87;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2261;P-2022-072;EMP-6;20/04/2022;Meeting;15.46;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2262;P-2022-072;EMP-4;06/03/2022;Meeting;12.25;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;1;1.605.833.333
2263;P-2022-072;EMP-7;01/04/2022;Site Visit;15.53;Institutional;Mixed;1927;12;02/03/2022;15/08/2022;0;1.605.833.333
2264;P-2022-073;EMP-10;04/08/2022;Site Visit;7.44;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2265;P-2022-073;EMP-11;28/07/2022;Calculation;8.21;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2266;P-2022-073;EMP-9;30/07/2022;Calculation;6.49;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2267;P-2022-073;EMP-8;08/08/2022;Meeting;4.49;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2268;P-2022-073;EMP-8;18/08/2022;Meeting;5.25;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2269;P-2022-073;EMP-3;10/08/2022;Design;5.24;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2270;P-2022-073;EMP-3;01/08/2022;Meeting;4.6;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2271;P-2022-073;EMP-4;25/08/2022;Site Visit;6.59;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2272;P-2022-073;EMP-10;12/08/2022;Site Visit;6.23;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2273;P-2022-073;EMP-1;14/08/2022;Meeting;3.38;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2274;P-2022-073;EMP-4;27/08/2022;Meeting;6.05;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2275;P-2022-073;EMP-5;03/08/2022;Meeting;7.85;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2276;P-2022-073;EMP-7;17/08/2022;Design;4.3;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2277;P-2022-073;EMP-10;16/08/2022;Meeting;5.8;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2278;P-2022-073;EMP-6;04/08/2022;Meeting;4.44;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2279;P-2022-073;EMP-5;13/08/2022;Drafting;7.14;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2280;P-2022-073;EMP-2;23/08/2022;Design;5.27;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2281;P-2022-073;EMP-10;07/08/2022;Calculation;6.75;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2282;P-2022-073;EMP-5;18/08/2022;Calculation;5.08;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2283;P-2022-073;EMP-2;23/08/2022;Meeting;6.48;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2284;P-2022-073;EMP-4;13/08/2022;Drafting;4.31;Residential;Wood;423;3;27/07/2022;28/08/2022;0;141
2285;P-2022-074;EMP-9;25/10/2022;Drafting;9.57;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2286;P-2022-074;EMP-1;31/07/2022;Site Visit;12.9;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2287;P-2022-074;EMP-5;24/07/2022;Meeting;10.53;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2288;P-2022-074;EMP-6;25/07/2022;Meeting;10.75;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2289;P-2022-074;EMP-7;17/08/2022;Design;8.66;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2290;P-2022-074;EMP-4;22/10/2022;Meeting;9.18;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2291;P-2022-074;EMP-3;27/09/2022;Calculation;9.86;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2292;P-2022-074;EMP-1;25/09/2022;Meeting;8.86;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2293;P-2022-074;EMP-10;23/10/2022;Design;8.83;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2294;P-2022-074;EMP-5;26/07/2022;Design;10.93;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2295;P-2022-074;EMP-11;28/08/2022;Meeting;9.91;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2296;P-2022-074;EMP-2;14/10/2022;Meeting;8.12;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2297;P-2022-074;EMP-11;06/08/2022;Design;10.93;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2298;P-2022-074;EMP-6;22/09/2022;Site Visit;9.04;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2299;P-2022-074;EMP-8;15/11/2022;Drafting;6.32;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2300;P-2022-074;EMP-7;21/10/2022;Drafting;7.78;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2301;P-2022-074;EMP-7;01/11/2022;Meeting;8.96;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2302;P-2022-074;EMP-11;27/10/2022;Site Visit;9.99;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2303;P-2022-074;EMP-10;22/10/2022;Drafting;10.35;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2304;P-2022-074;EMP-1;06/10/2022;Calculation;9.98;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2305;P-2022-074;EMP-7;29/09/2022;Calculation;9.96;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2306;P-2022-074;EMP-8;30/08/2022;Site Visit;8.74;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2307;P-2022-074;EMP-5;25/09/2022;Meeting;11.84;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2308;P-2022-074;EMP-3;12/11/2022;Site Visit;5.9;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2309;P-2022-074;EMP-6;28/08/2022;Meeting;7.84;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2310;P-2022-074;EMP-2;09/11/2022;Drafting;11.01;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2311;P-2022-074;EMP-7;05/08/2022;Meeting;9.82;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2312;P-2022-074;EMP-11;14/10/2022;Design;7.37;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2313;P-2022-074;EMP-8;17/08/2022;Meeting;8.58;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2314;P-2022-074;EMP-2;02/11/2022;Meeting;9.74;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2315;P-2022-074;EMP-4;06/08/2022;Drafting;10.87;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2316;P-2022-074;EMP-8;16/10/2022;Drafting;11.39;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2317;P-2022-074;EMP-11;25/09/2022;Site Visit;7.64;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2318;P-2022-074;EMP-10;14/08/2022;Calculation;10.68;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2319;P-2022-074;EMP-9;30/09/2022;Design;8.92;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2320;P-2022-074;EMP-9;14/09/2022;Drafting;9.7;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2321;P-2022-074;EMP-2;13/09/2022;Design;9.64;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2322;P-2022-074;EMP-3;13/08/2022;Meeting;8.09;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2323;P-2022-074;EMP-4;31/10/2022;Calculation;9.08;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2324;P-2022-074;EMP-3;10/10/2022;Design;10.46;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2325;P-2022-074;EMP-3;20/09/2022;Design;9.88;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2326;P-2022-074;EMP-8;11/09/2022;Drafting;9.71;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2327;P-2022-074;EMP-5;22/07/2022;Site Visit;11.99;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2328;P-2022-074;EMP-6;17/10/2022;Drafting;11.09;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2329;P-2022-074;EMP-5;21/08/2022;Calculation;7.58;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2330;P-2022-074;EMP-6;02/09/2022;Site Visit;10.15;Institutional;Wood;1608;6;21/07/2022;16/11/2022;0;268
2331;P-2022-075;EMP-9;08/03/2023;Drafting;35.41;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2332;P-2022-075;EMP-1;13/02/2023;Site Visit;37.1;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2333;P-2022-075;EMP-1;13/02/2023;Site Visit;38.52;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2334;P-2022-075;EMP-6;09/03/2023;Site Visit;37.98;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2335;P-2022-075;EMP-6;05/01/2023;Design;35.08;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2336;P-2022-075;EMP-7;25/11/2022;Meeting;35.22;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;0;489
2337;P-2022-075;EMP-1;02/02/2023;Site Visit;37.56;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2338;P-2022-075;EMP-9;09/03/2023;Calculation;34.49;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2339;P-2022-075;EMP-6;21/02/2023;Drafting;35.43;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2340;P-2022-075;EMP-3;13/02/2023;Site Visit;39.47;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2341;P-2022-075;EMP-4;21/02/2023;Site Visit;34.47;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2342;P-2022-075;EMP-9;08/02/2023;Meeting;35.69;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2343;P-2022-075;EMP-7;28/01/2023;Meeting;37.77;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;1;489
2344;P-2022-075;EMP-9;23/11/2022;Calculation;40.48;Industrial;Concrete;2445;5;12/11/2022;19/03/2023;0;489
2345;P-2022-076;EMP-5;20/11/2022;Site Visit;13.42;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2346;P-2022-076;EMP-2;10/09/2022;Design;14.74;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2347;P-2022-076;EMP-11;23/12/2022;Site Visit;14.51;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2348;P-2022-076;EMP-7;28/09/2022;Drafting;13.33;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2349;P-2022-076;EMP-9;20/02/2023;Design;13.61;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2350;P-2022-076;EMP-9;28/02/2023;Calculation;13.22;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2351;P-2022-076;EMP-2;22/03/2023;Drafting;13.91;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2352;P-2022-076;EMP-1;15/02/2023;Design;13.14;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2353;P-2022-076;EMP-3;30/10/2022;Meeting;14.93;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2354;P-2022-076;EMP-2;15/11/2022;Site Visit;12.6;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2355;P-2022-076;EMP-5;14/12/2022;Drafting;14.83;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2356;P-2022-076;EMP-3;25/10/2022;Meeting;12.39;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2357;P-2022-076;EMP-10;28/01/2023;Meeting;15.45;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2358;P-2022-076;EMP-10;19/09/2022;Meeting;13.64;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2359;P-2022-076;EMP-10;01/03/2023;Calculation;14.45;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2360;P-2022-076;EMP-9;22/10/2022;Meeting;14.97;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2361;P-2022-076;EMP-9;22/10/2022;Meeting;17.29;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2362;P-2022-076;EMP-6;04/02/2023;Drafting;15.59;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2363;P-2022-076;EMP-6;29/11/2022;Calculation;14.77;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2364;P-2022-076;EMP-3;11/02/2023;Site Visit;14.6;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2365;P-2022-076;EMP-6;19/09/2022;Design;14.43;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2366;P-2022-076;EMP-11;18/12/2022;Design;13.66;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2367;P-2022-076;EMP-3;08/09/2022;Drafting;15.35;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2368;P-2022-076;EMP-4;08/02/2023;Calculation;16.58;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2369;P-2022-076;EMP-6;23/12/2022;Drafting;14.96;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2370;P-2022-076;EMP-7;17/03/2023;Drafting;14.8;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2371;P-2022-076;EMP-8;06/02/2023;Calculation;14.43;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2372;P-2022-076;EMP-9;17/01/2023;Site Visit;12.43;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2373;P-2022-076;EMP-10;27/11/2022;Drafting;15.35;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2374;P-2022-076;EMP-1;31/10/2022;Design;14.18;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2375;P-2022-076;EMP-6;14/11/2022;Calculation;12.29;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2376;P-2022-076;EMP-8;17/12/2022;Site Visit;12.96;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2377;P-2022-076;EMP-5;26/01/2023;Meeting;13.48;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2378;P-2022-076;EMP-1;13/11/2022;Design;13.36;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2379;P-2022-076;EMP-9;15/12/2022;Design;15.4;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2380;P-2022-076;EMP-9;01/12/2022;Meeting;16.55;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2381;P-2022-076;EMP-10;12/01/2023;Drafting;15.04;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2382;P-2022-076;EMP-9;10/02/2023;Meeting;14.6;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2383;P-2022-076;EMP-1;23/01/2023;Design;13.46;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2384;P-2022-076;EMP-3;31/10/2022;Drafting;13.98;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2385;P-2022-076;EMP-11;28/09/2022;Design;16.1;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2386;P-2022-076;EMP-4;03/03/2023;Design;13.44;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2387;P-2022-076;EMP-5;07/11/2022;Drafting;15.67;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2388;P-2022-076;EMP-5;18/11/2022;Site Visit;13.21;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2389;P-2022-076;EMP-7;11/11/2022;Drafting;11.94;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2390;P-2022-076;EMP-9;12/03/2023;Design;15.19;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2391;P-2022-076;EMP-5;21/03/2023;Site Visit;14.91;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2392;P-2022-076;EMP-11;11/02/2023;Site Visit;13.99;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2393;P-2022-076;EMP-8;25/10/2022;Site Visit;14.46;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2394;P-2022-076;EMP-6;14/10/2022;Site Visit;15.07;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2395;P-2022-076;EMP-11;09/12/2022;Drafting;15.12;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2396;P-2022-076;EMP-10;11/03/2023;Drafting;13.58;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2397;P-2022-076;EMP-4;20/11/2022;Calculation;14.81;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2398;P-2022-076;EMP-7;03/11/2022;Design;15.26;Industrial;Steel;4014;3;07/09/2022;25/03/2023;0;1338
2399;P-2022-076;EMP-3;01/03/2023;Meeting;15.54;Industrial;Steel;4014;3;07/09/2022;25/03/2023;1;1338
2400;P-2022-077;EMP-1;30/04/2022;Drafting;3.64;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2401;P-2022-077;EMP-11;23/04/2022;Drafting;4.09;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2402;P-2022-077;EMP-11;06/05/2022;Site Visit;5.89;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2403;P-2022-077;EMP-8;24/05/2022;Calculation;1.78;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2404;P-2022-077;EMP-3;19/04/2022;Design;2.64;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2405;P-2022-077;EMP-1;19/05/2022;Design;2.96;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2406;P-2022-077;EMP-5;25/04/2022;Calculation;4.45;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2407;P-2022-077;EMP-7;18/05/2022;Calculation;3.06;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2408;P-2022-077;EMP-7;25/04/2022;Meeting;3.32;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2409;P-2022-077;EMP-8;26/05/2022;Meeting;5.37;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2410;P-2022-077;EMP-3;20/04/2022;Design;1.55;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2411;P-2022-077;EMP-2;21/05/2022;Site Visit;3.69;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2412;P-2022-077;EMP-10;05/05/2022;Calculation;3.03;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2413;P-2022-077;EMP-1;30/04/2022;Site Visit;7.02;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2414;P-2022-077;EMP-9;22/04/2022;Design;2.87;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2415;P-2022-077;EMP-3;20/04/2022;Drafting;5.94;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2416;P-2022-077;EMP-11;29/05/2022;Calculation;1.69;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2417;P-2022-077;EMP-3;04/05/2022;Design;3.75;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2418;P-2022-077;EMP-1;08/05/2022;Site Visit;5.62;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2419;P-2022-077;EMP-7;11/05/2022;Calculation;8.18;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2420;P-2022-077;EMP-5;29/04/2022;Site Visit;3.11;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2421;P-2022-077;EMP-3;16/05/2022;Drafting;1.89;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2422;P-2022-077;EMP-3;28/04/2022;Site Visit;2.91;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2423;P-2022-077;EMP-1;11/05/2022;Site Visit;7.19;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2424;P-2022-077;EMP-3;28/05/2022;Site Visit;3.44;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2425;P-2022-077;EMP-5;18/04/2022;Design;6.72;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2426;P-2022-077;EMP-8;27/04/2022;Site Visit;3.66;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2427;P-2022-077;EMP-5;14/05/2022;Site Visit;5;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2428;P-2022-077;EMP-3;20/05/2022;Site Visit;4.76;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2429;P-2022-077;EMP-11;20/05/2022;Design;3.61;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2430;P-2022-077;EMP-8;21/04/2022;Drafting;3.54;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2431;P-2022-077;EMP-8;19/05/2022;Design;4.66;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2432;P-2022-077;EMP-5;07/05/2022;Meeting;4.1;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2433;P-2022-077;EMP-11;20/04/2022;Site Visit;4.84;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2434;P-2022-077;EMP-4;21/05/2022;Meeting;4.02;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2435;P-2022-077;EMP-2;08/05/2022;Site Visit;6.06;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2436;P-2022-077;EMP-8;21/05/2022;Site Visit;4.43;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2437;P-2022-077;EMP-10;27/04/2022;Drafting;4.41;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2438;P-2022-077;EMP-11;28/04/2022;Calculation;2.24;Commercial;Mixed;864;5;18/04/2022;30/05/2022;0;172.8
2439;P-2022-078;EMP-6;15/11/2022;Site Visit;9.57;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2440;P-2022-078;EMP-6;24/11/2022;Drafting;8.39;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2441;P-2022-078;EMP-7;26/11/2022;Calculation;5.5;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2442;P-2022-078;EMP-1;28/10/2022;Calculation;6.54;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2443;P-2022-078;EMP-11;25/10/2022;Meeting;8;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2444;P-2022-078;EMP-8;21/11/2022;Calculation;9.98;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2445;P-2022-078;EMP-9;11/11/2022;Site Visit;7.17;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2446;P-2022-078;EMP-8;10/11/2022;Design;9.75;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2447;P-2022-078;EMP-9;16/10/2022;Site Visit;9.7;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2448;P-2022-078;EMP-4;03/11/2022;Drafting;6.11;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2449;P-2022-078;EMP-2;20/11/2022;Drafting;6.04;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2450;P-2022-078;EMP-2;26/10/2022;Site Visit;11.13;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2451;P-2022-078;EMP-5;25/10/2022;Design;9.71;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2452;P-2022-078;EMP-1;21/10/2022;Drafting;10.26;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2453;P-2022-078;EMP-3;18/11/2022;Meeting;8.09;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2454;P-2022-078;EMP-11;12/11/2022;Design;8.92;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2455;P-2022-078;EMP-1;28/10/2022;Site Visit;7.76;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2456;P-2022-078;EMP-5;22/10/2022;Calculation;9.48;Commercial;Wood;1065;3;14/10/2022;27/11/2022;0;355
2457;P-2022-079;EMP-6;02/06/2022;Site Visit;6;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2458;P-2022-079;EMP-3;26/06/2022;Design;4.22;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2459;P-2022-079;EMP-9;04/07/2022;Calculation;9.57;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2460;P-2022-079;EMP-11;24/06/2022;Site Visit;5.96;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2461;P-2022-079;EMP-2;07/07/2022;Design;8.1;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2462;P-2022-079;EMP-9;22/07/2022;Site Visit;7.46;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2463;P-2022-079;EMP-4;06/07/2022;Calculation;8.63;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2464;P-2022-079;EMP-1;03/07/2022;Calculation;5.53;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2465;P-2022-079;EMP-11;23/06/2022;Site Visit;5.93;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
2466;P-2022-079;EMP-7;28/06/2022;Drafting;6.64;Commercial;Mixed;1214;2;26/05/2022;28/07/2022;0;607
